Cluster_ID	Database	Native_Macro_Sector	N_Pathways_Aggregated	Best_P-value	Unique_Genes_Count	Coverage_%	Total_Input_Genes	Original_Pathways	All_Unique_Genes
0	GO	GO: Enzyme-linked receptor protein signaling pathway	2	1.2546922768032735e-06	14	16.28	86	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169) | transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	EGFR;EPHB1;FGFR2;FLT4;MST1R;PIK3R2;PIK3R3;RHOA;SMAD2;SMAD3;TGFBR2;TSC2;VEGFA;YES1
0	GO	GO: Negative regulation of signal transduction	2	1.6778599957639594e-06	9	10.47	86	negative regulation of Wnt signaling pathway (GO:0030178) | negative regulation of receptor signaling pathway via STAT (GO:1904893)	AXIN2;GLI1;LATS2;RNF43;SH2B3;SOX17;SOX9;TCF7L2;TSC2
0	GO	GO: Somatic diversification of immune receptors via germline recombination within a single locus	2	2.6533266256284857e-06	3	3.49	86	somatic recombination of immunoglobulin gene segments (GO:0016447) | V(D)J recombination (GO:0033151)	MSH3;MSH6;TCF3
0	GO	GO: Antigen processing and presentation of exogenous peptide antigen via mhc class i	2	4.232139445273557e-06	4	4.65	86	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480) | antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)	HLA-A;HLA-B;HLA-C;TAP2
0	GO	GO: Protein tyrosine kinase activity	2	5.926337450252606e-06	7	8.14	86	transmembrane receptor protein tyrosine kinase activity (GO:0004714) | non-membrane spanning protein tyrosine kinase activity (GO:0004715)	ABL1;EGFR;EPHB1;FGFR2;FLT4;MST1R;YES1
0	GO	GO: Positive regulation of protein kinase activity	2	6.407121056868778e-06	8	9.3	86	positive regulation of protein serine/threonine kinase activity (GO:0071902) | activation of protein kinase activity (GO:0032147)	ABL1;EGFR;MAP2K1;MST1R;RHOA;RPTOR;TGFBR2;VEGFA
0	GO	GO: Regulatory ncrna processing	2	6.971090726940456e-06	4	4.65	86	production of miRNAs involved in gene silencing by miRNA (GO:0035196) | production of siRNA involved in RNA interference (GO:0030422)	DICER1;DROSHA;SMAD2;SMAD3
0	GO	GO: Regulation of mapk cascade	2	8.533065997150061e-06	9	10.47	86	regulation of ERK1 and ERK2 cascade (GO:0070372) | regulation of JNK cascade (GO:0046328)	EGFR;EPHB1;FGFR2;FLT4;MAP2K1;NCOR1;NOTCH1;NOTCH2;TRAF7
0	GO	GO: Mirna processing	2	9.012625072470629e-06	4	4.65	86	primary miRNA processing (GO:0031053) | pre-miRNA processing (GO:0031054)	DICER1;DROSHA;SMAD2;SMAD3
0	GO	GO: Positive regulation of catalytic activity	2	9.745933237926005e-06	8	9.3	86	positive regulation of kinase activity (GO:0033674) | positive regulation of helicase activity (GO:0051096)	DAXX;EGFR;EPHB1;FGFR2;FLT4;MSH3;MSH6;MST1R
