Gene1	Gene2	Shared_Count	P_Value	Log2OR	FDR
EGFL7	PAK1	1	0.09656950759963721	3.49545533300987	0.09820347205885138
ATXN7	AXL	1	0.09656950759963721	3.49545533300987	0.09820347205885138
BLM	MSH3	2	0.09661363730112249	2.0252610499293	0.09821840494420564
PPP2R1A	SOS1	2	0.09661363730112249	2.0252610499293	0.09821840494420564
AXL	INSR	2	0.09661363730112249	2.0252610499293	0.09821840494420564
AXL	SOS1	2	0.09661363730112249	2.0252610499293	0.09821840494420564
PAK1	PAX5	2	0.09661363730112249	2.0252610499293	0.09821840494420564
BLM	PMS1	2	0.09661363730112249	2.0252610499293	0.09821840494420564
AXL	PAX5	2	0.09661363730112249	2.0252610499293	0.09821840494420564
PAK1	PMS1	2	0.09661363730112249	2.0252610499293	0.09821840494420564
PIK3CG	POT1	4	0.09669936428420917	1.2999144715349407	0.09830181089234749
FANCA	WT1	4	0.09671748444831205	1.2766975690404632	0.0983164859435148
PDCD1LG2	UPF1	1	0.09677999103520887	3.4787321745962334	0.09835754506510831
AURKA	UPF1	1	0.09677999103520887	3.4787321745962334	0.09835754506510831
HIST1H3F	UPF1	1	0.09677999103520887	3.4787321745962334	0.09835754506510831
ERCC3	VEGFA	1	0.09677999103520887	3.4787321745962334	0.09835754506510831
SERPINB3	UPF1	1	0.09677999103520887	3.4787321745962334	0.09835754506510831
MSI2	UPF1	1	0.09677999103520887	3.4787321745962334	0.09835754506510831
FBXW7	TP53BP1	3	0.09678926089984982	1.5351956232704402	0.09835947397511301
FBXW7	NEGR1	3	0.09678926089984982	1.5351956232704402	0.09835947397511301
BCOR	CTR9	2	0.0968205917691334	2.0930271315711297	0.09838381978444555
AURKB	BCOR	2	0.0968205917691334	2.0930271315711297	0.09838381978444555
FOXP1	GRIN2A	5	0.0968340649441933	1.1359776695189747	0.09838627105680012
GRIN2A	PAK1	5	0.0968340649441933	1.1359776695189747	0.09838627105680012
AXL	GRIN2A	5	0.0968340649441933	1.1359776695189747	0.09838627105680012
MYCN	RBM10	8	0.0968743420214218	0.8855925831641233	0.0984234462913246
MTOR	PIK3R2	3	0.09688747266316947	1.5421590045016578	0.09842554469379766
CSDE1	DICER1	3	0.09688747266316947	1.5421590045016578	0.09842554469379766
NRAS	STAG2	3	0.09688747266316947	1.5421590045016578	0.09842554469379766
BRCA1	NOTCH4	8	0.09692787958267149	0.8437256744119591	0.09845507711775422
APC	INPP4B	8	0.09692787958267149	0.8437256744119591	0.09845507711775422
APC	PIK3R2	4	0.09693499123532909	1.2924274758315082	0.09845507711775422
APC	NRAS	4	0.09693499123532909	1.2924274758315082	0.09845507711775422
APC	IRF4	4	0.09693499123532909	1.2924274758315082	0.09845507711775422
FLT4	JAK3	5	0.09699756230842696	1.1123061382538748	0.09851487973663597
LATS2	PIK3C2G	5	0.0970436584591262	1.1147409819524734	0.09852060284467343
PIK3C2G	TSHR	5	0.0970436584591262	1.1147409819524734	0.09852060284467343
ALK	SDHD	2	0.09704380909770437	2.1317790297490364	0.09852060284467343
ERBB4	IL10	2	0.09704380909770437	2.1317790297490364	0.09852060284467343
ERBB4	SDHD	2	0.09704380909770437	2.1317790297490364	0.09852060284467343
ERBB4	GAB1	2	0.09704380909770437	2.1317790297490364	0.09852060284467343
ALK	GAB1	2	0.09704380909770437	2.1317790297490364	0.09852060284467343
ALK	GREM1	2	0.09704380909770437	2.1317790297490364	0.09852060284467343
ALK	IL10	2	0.09704380909770437	2.1317790297490364	0.09852060284467343
ALK	KLF5	2	0.09704380909770437	2.1317790297490364	0.09852060284467343
ALK	VHL	2	0.09704380909770437	2.1317790297490364	0.09852060284467343
HGF	NF2	5	0.09705927519284757	1.1241180286826153	0.09853255567682939
DOT1L	FLT4	7	0.0970723373516852	0.9093372774983743	0.0985420672663187
EPHA7	RICTOR	5	0.09710312784626149	1.1137701568125085	0.09856582473952938
ERBB2	RICTOR	5	0.09710312784626149	1.1137701568125085	0.09856582473952938
EP300	NBN	4	0.09714246623648505	1.2792516414752746	0.09857036087424258
PLCG2	USP8	1	0.09718874322691104	3.6159193132716014	0.09857036087424258
SOX17	USP8	1	0.09718874322691104	3.6159193132716014	0.09857036087424258
NOTCH3	PGR	7	0.09719206567904949	0.9100578746872016	0.09857036087424258
DCUN1D1	TSC1	1	0.09719433235193123	3.527978168062479	0.09857036087424258
GATA1	PTPRS	3	0.09721133798243158	1.5351262962944547	0.09857036087424258
INSR	SF3B1	3	0.09721133798243158	1.5351262962944547	0.09857036087424258
INSR	PTPRS	3	0.09721133798243158	1.5351262962944547	0.09857036087424258
EPAS1	RRAS2	1	0.09722579983402431	3.453856748169372	0.09857036087424258
EPAS1	HIST1H3J	1	0.09722579983402431	3.453856748169372	0.09857036087424258
BCL10	SUZ12	1	0.09722579983402431	3.453856748169372	0.09857036087424258
IDH1	RAC1	1	0.09722579983402431	3.453856748169372	0.09857036087424258
BCL10	KLF4	1	0.09722579983402431	3.453856748169372	0.09857036087424258
FLCN	RAD52	1	0.09722579983402431	3.453856748169372	0.09857036087424258
CYP19A1	EPAS1	1	0.09722579983402431	3.453856748169372	0.09857036087424258
RAD52	SUZ12	1	0.09722579983402431	3.453856748169372	0.09857036087424258
DAXX	SLFN11	1	0.09722579983402431	3.453856748169372	0.09857036087424258
DAXX	RAC1	1	0.09722579983402431	3.453856748169372	0.09857036087424258
CDKN1B	KLF4	1	0.09722579983402431	3.453856748169372	0.09857036087424258
CDKN1B	CYSLTR2	1	0.09722579983402431	3.453856748169372	0.09857036087424258
DAXX	PIK3R3	1	0.09722579983402431	3.453856748169372	0.09857036087424258
KLF4	RAD52	1	0.09722579983402431	3.453856748169372	0.09857036087424258
FLCN	SLFN11	1	0.09722579983402431	3.453856748169372	0.09857036087424258
CDKN1B	SUZ12	1	0.09722579983402431	3.453856748169372	0.09857036087424258
CYSLTR2	KNSTRN	1	0.09722579983402431	3.453856748169372	0.09857036087424258
CYSLTR2	ZRSR2	1	0.09722579983402431	3.453856748169372	0.09857036087424258
CYSLTR2	RRAS2	1	0.09722579983402431	3.453856748169372	0.09857036087424258
HIST1H3B	RAD52	1	0.09722579983402431	3.453856748169372	0.09857036087424258
HIST1H3B	SH2D1A	1	0.09722579983402431	3.453856748169372	0.09857036087424258
DUSP4	KLF4	1	0.09722579983402431	3.453856748169372	0.09857036087424258
HIST1H3B	KNSTRN	1	0.09722579983402431	3.453856748169372	0.09857036087424258
CYP19A1	FLCN	1	0.09722579983402431	3.453856748169372	0.09857036087424258
ERCC4	PDCD1	2	0.09729930991183601	2.018699605801041	0.0986149145427986
RNF43	TRAF7	2	0.09729930991183601	2.018699605801041	0.0986149145427986
ERCC4	TRAF7	2	0.09729930991183601	2.018699605801041	0.0986149145427986
CYLD	FUBP1	2	0.09729930991183601	2.018699605801041	0.0986149145427986
PDCD1	RNF43	2	0.09729930991183601	2.018699605801041	0.0986149145427986
ETV6	PDCD1	2	0.09729930991183601	2.018699605801041	0.0986149145427986
DNMT1	ETV6	2	0.09729930991183601	2.018699605801041	0.0986149145427986
MYCN	PDCD1	2	0.09729930991183601	2.018699605801041	0.0986149145427986
BCOR	NF1	16	0.09732577891116634	0.5783757924711397	0.09863799507195115
ATM	PTPRS	11	0.09733209776800231	0.7148962601122294	0.09864065280236761
BRCA2	CD276	2	0.09734566481291229	2.0788692558188053	0.09864690941148234
ATR	HIST1H3E	2	0.09734566481291229	2.0788692558188053	0.09864690941148234
NKX2-1	PTPRT	9	0.09735656319569246	0.8016481661057343	0.09865420706603832
BCL2	PTPRD	2	0.097444400544802	2.321928094887362	0.09873946567450317
GNAS	PRDM1	2	0.09749246158102719	2.019944472524363	0.09877250406910493
PLK2	TET1	3	0.0975437990296455	1.5463800384021047	0.09877250406910493
FGF4	TET1	3	0.0975437990296455	1.5463800384021047	0.09877250406910493
MAP2K4	TET1	3	0.0975437990296455	1.5463800384021047	0.09877250406910493
CHEK2	TET1	3	0.0975437990296455	1.5463800384021047	0.09877250406910493
NUF2	TP53	26	0.0975702095433591	0.7079966036044469	0.09877250406910493
DIS3	FAT1	10	0.09757424451375492	0.7523439418270472	0.09877250406910493
ETV6	KDR	4	0.0975954876941433	1.2850773475441166	0.09877250406910493
ASXL2	RFWD2	3	0.09762164930692102	1.5292901911980006	0.09877250406910493
EPHB1	TSC2	6	0.09764346713519807	0.9953927539738971	0.09877250406910493
ALOX12B	CHEK1	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
FAM46C	SRC	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
FAM46C	SMARCD1	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
SETDB1	SMARCD1	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
FAM58A	REL	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
LMO1	RARA	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
CCND1	SYK	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
LMO1	SRC	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
CCND1	SRC	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
ALOX12B	SMAD3	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
LMO1	SMARCD1	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
FAM58A	RECQL	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
SETDB1	SRC	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
CHEK1	LMO1	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
PRKAR1A	SYK	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
ERRFI1	SETDB1	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
CHEK1	MYD88	1	0.09767091578137627	3.4294565591918076	0.09877250406910493
CD79A	KMT2B	2	0.0976742789580577	2.0679336761650857	0.09877250406910493
KMT2B	RAD51C	2	0.0976742789580577	2.0679336761650857	0.09877250406910493
ARID1B	HIST1H3C	2	0.0976742789580577	2.0679336761650857	0.09877250406910493
ARID1B	TNFRSF14	2	0.0976742789580577	2.0679336761650857	0.09877250406910493
KMT2B	RRAS	2	0.0976742789580577	2.0679336761650857	0.09877250406910493
HIST1H3C	KMT2B	2	0.0976742789580577	2.0679336761650857	0.09877250406910493
ARID1B	CD79A	2	0.0976742789580577	2.0679336761650857	0.09877250406910493
ARID1B	EPCAM	2	0.0976742789580577	2.0679336761650857	0.09877250406910493
MGA	PDCD1LG2	2	0.09767484616286926	2.146304305103776	0.09877250406910493
EIF4E	MGA	2	0.09767484616286926	2.146304305103776	0.09877250406910493
MGA	SERPINB3	2	0.09767484616286926	2.146304305103776	0.09877250406910493
BRIP1	PARK2	4	0.09768453252425106	1.2718850696829203	0.09877250406910493
CTLA4	DIS3	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
IRS1	MSI1	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
CDK8	JAK2	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
MCL1	TSC2	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
MSI1	TERT	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
CDK8	CUL3	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
JAK2	MUTYH	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
DIS3	MSI1	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
CUL3	MCL1	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
FGF19	JAK2	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
DIS3	MUTYH	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
CDK8	DIS3	2	0.09770656334493154	2.0324214776923775	0.09877250406910493
GATA2	IRS1	3	0.09770905129309694	1.530423898339813	0.09877250406910493
TERT	WHSC1L1	3	0.09770905129309694	1.530423898339813	0.09877250406910493
ERBB3	TSC2	3	0.09770905129309694	1.530423898339813	0.09877250406910493
IRS1	WHSC1L1	3	0.09770905129309694	1.530423898339813	0.09877250406910493
DIS3	RPS6KA4	3	0.09770905129309694	1.530423898339813	0.09877250406910493
DIS3	FH	3	0.09770905129309694	1.530423898339813	0.09877250406910493
BAP1	DIS3	3	0.09770905129309694	1.530423898339813	0.09877250406910493
BAP1	IRS1	3	0.09770905129309694	1.530423898339813	0.09877250406910493
BAP1	JAK2	3	0.09770905129309694	1.530423898339813	0.09877250406910493
RPS6KA4	TERT	3	0.09770905129309694	1.530423898339813	0.09877250406910493
AR	NUF2	3	0.09772423727328092	1.5373657839990102	0.09877250406910493
KMT2A	NUF2	3	0.09772423727328092	1.5373657839990102	0.09877250406910493
KMT2A	PHOX2B	3	0.09772423727328092	1.5373657839990102	0.09877250406910493
KMT2A	XPO1	3	0.09772423727328092	1.5373657839990102	0.09877250406910493
ARID1A	BBC3	2	0.09774698945462323	2.2055383156255663	0.09877250406910493
CARM1	SHQ1	1	0.09774772442776729	3.453058576618784	0.09877250406910493
MLL3	VHL	1	0.09774772442776729	3.453058576618784	0.09877250406910493
CARM1	EIF4A2	1	0.09774772442776729	3.453058576618784	0.09877250406910493
KLF5	PRDM1	1	0.09774772442776729	3.453058576618784	0.09877250406910493
EIF4A2	SDHD	1	0.09774772442776729	3.453058576618784	0.09877250406910493
EIF4A2	HIST1H3A	1	0.09774772442776729	3.453058576618784	0.09877250406910493
MYOD1	PTCH1	3	0.09776201526974702	1.5288817849558143	0.09877250406910493
MYOD1	POLD1	3	0.09776201526974702	1.5288817849558143	0.09877250406910493
NBN	POLD1	3	0.09776201526974702	1.5288817849558143	0.09877250406910493
ARAF	PRKD1	3	0.09776201526974702	1.5288817849558143	0.09877250406910493
NBN	PRKD1	3	0.09776201526974702	1.5288817849558143	0.09877250406910493
MDC1	SLX4	4	0.09778439551985663	1.2717216280278185	0.0987876351346776
BARD1	MDC1	4	0.09778439551985663	1.2717216280278185	0.0987876351346776
GATA3	SPRED1	2	0.09781476955331181	2.022026306329999	0.09880335852563121
BRIP1	PPARG	2	0.09781476955331181	2.022026306329999	0.09880335852563121
AKT1	BRIP1	2	0.09781476955331181	2.022026306329999	0.09880335852563121
H3F3C	KDM5A	2	0.09781476955331181	2.022026306329999	0.09880335852563121
FBXW7	TCF7L2	2	0.09783620724951239	2.0249275136433718	0.098806312320828
CDK6	FLT3	2	0.09783620724951239	2.0249275136433718	0.098806312320828
FANCA	RAD54L	2	0.09783620724951239	2.0249275136433718	0.098806312320828
FBXW7	INHA	2	0.09783620724951239	2.0249275136433718	0.098806312320828
FANCA	TOP1	2	0.09783620724951239	2.0249275136433718	0.098806312320828
DICER1	WT1	5	0.0978616279810697	1.1066148667695377	0.09882824487870288
RET	SMAD4	6	0.09788640629062832	0.9917945498752411	0.0988457864173699
INPP4B	RET	6	0.09788640629062832	0.9917945498752411	0.0988457864173699
CD276	YES1	1	0.09793166326138868	3.4290579695937784	0.09886903882151017
HIST1H3H	RTEL1-TNFRSF6B	1	0.09793166326138868	3.4290579695937784	0.09886903882151017
IGF1	PNRC1	1	0.09793166326138868	3.4290579695937784	0.09886903882151017
HIST1H3H	IGF1	1	0.09793166326138868	3.4290579695937784	0.09886903882151017
EZH2	PNRC1	1	0.09793166326138868	3.4290579695937784	0.09886903882151017
HIST1H3H	MALT1	1	0.09793166326138868	3.4290579695937784	0.09886903882151017
KIT	STK11	17	0.09794126190913105	0.5814886366760119	0.09887124816695023
STK11	TET2	17	0.09794126190913105	0.5814886366760119	0.09887124816695023
GREM1	PIK3CG	2	0.09797977555398192	2.1231893959403134	0.09889516266956681
HIST1H3A	PIK3CG	2	0.09797977555398192	2.1231893959403134	0.09889516266956681
BCL2L1	PIK3CG	2	0.09797977555398192	2.1231893959403134	0.09889516266956681
PIK3CG	VHL	2	0.09797977555398192	2.1231893959403134	0.09889516266956681
IKBKE	MYOD1	2	0.0980295585250915	2.0138057995250302	0.09893041984327341
FGFR2	NBN	2	0.0980295585250915	2.0138057995250302	0.09893041984327341
IKBKE	NBN	2	0.0980295585250915	2.0138057995250302	0.09893041984327341
ARAF	MSH2	2	0.0980295585250915	2.0138057995250302	0.09893041984327341
GRIN2A	PTP4A1	2	0.0980369504341586	2.168874163723124	0.09893041984327341
GRIN2A	PPP6C	2	0.0980369504341586	2.168874163723124	0.09893041984327341
CCND1	ROS1	2	0.09806644529988255	2.0575652875338144	0.09894088281937191
MYD88	ROS1	2	0.09806644529988255	2.0575652875338144	0.09894088281937191
CSF3R	IL7R	3	0.0980695653203068	1.5272950718696674	0.09894088281937191
ASXL1	HNF1A	3	0.0980695653203068	1.5272950718696674	0.09894088281937191
AXIN2	IL7R	3	0.0980695653203068	1.5272950718696674	0.09894088281937191
HNF1A	IL7R	3	0.0980695653203068	1.5272950718696674	0.09894088281937191
HGF	SLX4	6	0.09814643468589072	0.998734662943981	0.09901469167868866
HGF	IKBKE	4	0.0982204316438694	1.2912753675876507	0.09906196393998579
BRCA1	RUNX1	3	0.0982289392350382	1.5349591207785016	0.09906196393998579
RASA1	TCF3	3	0.0982289392350382	1.5349591207785016	0.09906196393998579
ERG	IGF1R	2	0.09824485822118113	2.0138135753686877	0.09906196393998579
IGF1R	RAD21	2	0.09824485822118113	2.0138135753686877	0.09906196393998579
ASXL1	GSK3B	2	0.0982668187849712	2.0249557895612518	0.09906196393998579
ASXL1	EZH2	2	0.0982668187849712	2.0249557895612518	0.09906196393998579
ASXL1	CEBPA	2	0.0982668187849712	2.0249557895612518	0.09906196393998579
GSK3B	IL7R	2	0.0982668187849712	2.0249557895612518	0.09906196393998579
CEBPA	IL7R	2	0.0982668187849712	2.0249557895612518	0.09906196393998579
IGF1	IL7R	2	0.0982668187849712	2.0249557895612518	0.09906196393998579
KMT2A	RECQL4	4	0.09828451672072852	1.2696522845983014	0.09906196393998579
ALK	PRKCI	3	0.09828522536669324	1.5683796165255521	0.09906196393998579
DDR2	FANCC	2	0.0982874512352102	2.036254667256407	0.09906196393998579
MDM4	NTRK1	2	0.0982874512352102	2.036254667256407	0.09906196393998579
NTRK1	RTEL1	2	0.0982874512352102	2.036254667256407	0.09906196393998579
ARHGAP35	PRKD1	2	0.09830994614162451	2.022469157908612	0.09906196393998579
CRLF2	PRKD1	2	0.09830994614162451	2.022469157908612	0.09906196393998579
EIF1AX	PTCH1	2	0.09830994614162451	2.022469157908612	0.09906196393998579
PRKD1	TAP2	2	0.09830994614162451	2.022469157908612	0.09906196393998579
FANCC	TP53	15	0.09835357847693046	1.028173657220338	0.09906196393998579
KMT2C	STAT3	4	0.09835655908772858	1.2987509339179215	0.09906196393998579
BBC3	GATA1	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
RAB35	SOS1	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
GNAQ	INSR	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
GATA1	RHEB	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
BBC3	PAX5	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
CBFB	PMS1	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
MSH3	RAB35	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
BBC3	SOS1	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
PDPK1	SOS1	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
GATA1	GNAQ	1	0.09837287149508227	3.4844664176989215	0.09906196393998579
ATRX	PTCH1	7	0.09838099650910681	0.9107787725784342	0.09906196393998579
NF1	SH2B3	4	0.09842641359173528	1.336898671782511	0.09906196393998579
NOTCH3	PIK3CB	4	0.0984276499490247	1.2793362181628942	0.09906196393998579
BARD1	PMS2	2	0.09843893193342411	2.01505151577373	0.09906196393998579
FYN	SLX4	2	0.09843893193342411	2.01505151577373	0.09906196393998579
BARD1	FYN	2	0.09843893193342411	2.01505151577373	0.09906196393998579
EZH1	SLX4	2	0.09843893193342411	2.01505151577373	0.09906196393998579
ETAA1	FAT1	2	0.09844189346294366	2.2455727914356016	0.09906196393998579
PRKD1	USP8	1	0.09844824553825746	3.5958874627874344	0.09906196393998579
POLD1	USP8	1	0.09844824553825746	3.5958874627874344	0.09906196393998579
EZH1	PIK3C2G	3	0.09844977455475136	1.5458693033192967	0.09906196393998579
PAK7	PMS2	3	0.09844977455475136	1.5458693033192967	0.09906196393998579
PMS2	POLE	3	0.09844977455475136	1.5458693033192967	0.09906196393998579
HLA-B	PAK7	3	0.09844977455475136	1.5458693033192967	0.09906196393998579
DNAJB1	SPRED1	1	0.09845315142036211	3.428260459877014	0.09906196393998579
FOXA1	REST	1	0.09845315142036211	3.428260459877014	0.09906196393998579
MAPK3	SPRED1	1	0.09845315142036211	3.428260459877014	0.09906196393998579
FOXF1	SPRED1	1	0.09845315142036211	3.428260459877014	0.09906196393998579
FOXA1	STK19	1	0.09845315142036211	3.428260459877014	0.09906196393998579
FOXA1	FOXF1	1	0.09845315142036211	3.428260459877014	0.09906196393998579
REST	SPRED1	1	0.09845315142036211	3.428260459877014	0.09906196393998579
SERPINB4	STAT5A	1	0.09845315142036211	3.428260459877014	0.09906196393998579
H3F3C	REST	1	0.09845315142036211	3.428260459877014	0.09906196393998579
CDKN1A	SPRED1	1	0.09845315142036211	3.428260459877014	0.09906196393998579
FAM175A	FOXA1	1	0.09845315142036211	3.428260459877014	0.09906196393998579
HLA-A	STK40	1	0.09845315142036211	3.428260459877014	0.09906196393998579
RAF1	SUFU	1	0.09845315142036211	3.428260459877014	0.09906196393998579
RAF1	STK19	1	0.09845315142036211	3.428260459877014	0.09906196393998579
RAF1	STK40	1	0.09845315142036211	3.428260459877014	0.09906196393998579
PPARG	STK19	1	0.09845315142036211	3.428260459877014	0.09906196393998579
FAM175A	HLA-A	1	0.09845315142036211	3.428260459877014	0.09906196393998579
