Gene1	Gene2	Shared_Count	P_Value	Log2OR	FDR
FYN	RAD52	1	0.0942298677538275	3.5031652688909047	0.09712336890733436
HIST1H3J	HLA-B	1	0.0942298677538275	3.5031652688909047	0.09712336890733436
PDGFRB	RAD50	3	0.09423448022234679	1.5589965347223087	0.09712437158600765
PIK3CA	TP53BP1	6	0.09426830380174625	1.0217979104753447	0.097133134117987
IKBKE	MAPK1	1	0.09427938192954774	3.5197735210451646	0.097133134117987
EIF4E	MSH2	1	0.09427938192954774	3.5197735210451646	0.097133134117987
HIST1H3I	MSH2	1	0.09427938192954774	3.5197735210451646	0.097133134117987
AURKA	IKBKE	1	0.09427938192954774	3.5197735210451646	0.097133134117987
IKBKE	PDCD1LG2	1	0.09427938192954774	3.5197735210451646	0.097133134117987
POT1	SERPINB3	1	0.09427938192954774	3.5197735210451646	0.097133134117987
POT1	RHOA	1	0.09427938192954774	3.5197735210451646	0.097133134117987
FGFR2	MSI2	1	0.09427938192954774	3.5197735210451646	0.097133134117987
IKBKE	VEGFA	1	0.09427938192954774	3.5197735210451646	0.097133134117987
GATA2	RUNX1	2	0.09430983165825617	2.0476288629577546	0.09714893670012259
ICOSLG	PIK3R2	1	0.09431656372831462	3.5323809029122852	0.09714893670012259
NADK	PIK3R2	1	0.09431656372831462	3.5323809029122852	0.09714893670012259
NRAS	SETD8	1	0.09431656372831462	3.5323809029122852	0.09714893670012259
CSDE1	NADK	1	0.09431656372831462	3.5323809029122852	0.09714893670012259
NRAS	PPP6C	1	0.09431656372831462	3.5323809029122852	0.09714893670012259
PTCH1	RB1	7	0.09432881535554831	0.9272247712919237	0.0971578059967117
DNMT1	RAC2	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
FUBP1	PDPK1	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
DNMT1	RAB35	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
GNAQ	TRAF7	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
FUBP1	H3F3B	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
PDCD1	PDPK1	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
PDPK1	TRAF7	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
DNMT1	RHEB	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
CBFB	FUBP1	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
FUBP1	RAB35	1	0.09436620115257796	3.5493971407374403	0.09715881155014056
CDKN2C	MLL	1	0.09442927530410164	3.482322458591553	0.0972162504432852
CALR	MLL	1	0.09442927530410164	3.482322458591553	0.0972162504432852
PPM1D	RICTOR	2	0.09447634518385593	2.0544477840223765	0.09724595067429877
CCNE1	RPTOR	2	0.09447634518385593	2.0544477840223765	0.09724595067429877
MLH1	NTRK2	2	0.09447634518385593	2.0544477840223765	0.09724595067429877
PIK3CD	RICTOR	2	0.09447634518385593	2.0544477840223765	0.09724595067429877
NTRK2	TMPRSS2	2	0.09447634518385593	2.0544477840223765	0.09724595067429877
EPHA5	MDC1	10	0.09450341251755329	0.756114768753178	0.09727005951673647
KDM6A	RAD51	1	0.09452801168270017	3.6064020757529605	0.09728712277726764
STK40	TP53	10	0.09454186501255778	1.4422606466895875	0.09728712277726764
CDKN1A	TP53	10	0.09454186501255778	1.4422606466895875	0.09728712277726764
SERPINB4	TP53	10	0.09454186501255778	1.4422606466895875	0.09728712277726764
DNAJB1	TP53	10	0.09454186501255778	1.4422606466895875	0.09728712277726764
SUFU	TP53	10	0.09454186501255778	1.4422606466895875	0.09728712277726764
BRCA2	TEK	4	0.09459168449157088	1.2969817377571315	0.09733088226488659
ATR	TEK	4	0.09459168449157088	1.2969817377571315	0.09733088226488659
NEGR1	SOX2	2	0.09460677628140504	2.0468208567529937	0.09734265760822415
FBXW7	HLA-C	1	0.09466551562981809	3.656802502481279	0.09735465113560048
FANCA	USP8	1	0.09466551562981809	3.656802502481279	0.09735465113560048
FBXW7	MST1	1	0.09466551562981809	3.656802502481279	0.09735465113560048
FANCA	HLA-C	1	0.09466551562981809	3.656802502481279	0.09735465113560048
FBXW7	PMAIP1	1	0.09466551562981809	3.656802502481279	0.09735465113560048
CD79B	TET2	2	0.09468410196448339	2.063060540365293	0.09735465113560048
SMARCB1	SMO	2	0.09468410196448339	2.063060540365293	0.09735465113560048
CD79B	SMO	2	0.09468410196448339	2.063060540365293	0.09735465113560048
NFKBIA	TET2	2	0.09468410196448339	2.063060540365293	0.09735465113560048
PRKCI	SMO	2	0.09468410196448339	2.063060540365293	0.09735465113560048
E2F3	SMO	2	0.09468410196448339	2.063060540365293	0.09735465113560048
E2F3	TP63	2	0.09468410196448339	2.063060540365293	0.09735465113560048
E2F3	KIT	2	0.09468410196448339	2.063060540365293	0.09735465113560048
CD79B	INHBA	2	0.09468410196448339	2.063060540365293	0.09735465113560048
JUN	KIT	2	0.09468410196448339	2.063060540365293	0.09735465113560048
KIT	NFKBIA	2	0.09468410196448339	2.063060540365293	0.09735465113560048
INHBA	PRKCI	2	0.09468410196448339	2.063060540365293	0.09735465113560048
KIT	TAP1	2	0.09468410196448339	2.063060540365293	0.09735465113560048
DICER1	LATS1	4	0.09472564785450878	1.2897586823726837	0.09739361612844136
ASXL1	PTPRD	11	0.09473674070252569	0.7272800778815032	0.09740126856663063
ERCC4	NTRK1	3	0.09475544579746706	1.5545888516776374	0.09740924073909425
ETV6	NTRK1	3	0.09475544579746706	1.5545888516776374	0.09740924073909425
DDR2	MYCN	3	0.09475544579746706	1.5545888516776374	0.09740924073909425
MYOD1	SOX17	3	0.09480345433584964	1.5494680731356307	0.09745108547581462
NBN	SOX17	3	0.09480345433584964	1.5494680731356307	0.09745108547581462
KMT2D	PIK3R2	6	0.0948079703143105	1.039801008057975	0.0974519736465227
EPHA3	HLA-B	4	0.0948202953820565	1.3242514458689245	0.09745512487065376
NOTCH4	YES1	3	0.09484025249263658	1.584547396404988	0.09745512487065376
APC	RTEL1-TNFRSF6B	3	0.09484025249263658	1.584547396404988	0.09745512487065376
GSK3B	NOTCH4	3	0.09484025249263658	1.584547396404988	0.09745512487065376
IGF1	NOTCH4	3	0.09484025249263658	1.584547396404988	0.09745512487065376
CEBPA	NOTCH4	3	0.09484025249263658	1.584547396404988	0.09745512487065376
EZH2	NOTCH4	3	0.09484025249263658	1.584547396404988	0.09745512487065376
MALT1	NOTCH4	3	0.09484025249263658	1.584547396404988	0.09745512487065376
GATA3	PBRM1	4	0.09486701928685479	1.2880646430210785	0.0974738926832042
EPAS1	PIK3CA	4	0.0948694750147341	1.3212435670525022	0.0974738926832042
DAXX	PIK3CA	4	0.0948694750147341	1.3212435670525022	0.0974738926832042
BCOR	EPHB1	9	0.094881511995399	0.7952554444829766	0.09748250674150935
NFE2L2	RIT1	2	0.09496136943249109	2.093000237500968	0.09753445747063928
CARD11	HIST1H3C	2	0.09496136943249109	2.093000237500968	0.09753445747063928
CARD11	NKX3-1	2	0.09496136943249109	2.093000237500968	0.09753445747063928
FGFR2	PARP1	2	0.09496912809446206	2.042224235364231	0.09753445747063928
AKT3	IKBKE	2	0.09496912809446206	2.042224235364231	0.09753445747063928
CTR9	KMT2D	3	0.09497904037322052	1.6627022506707259	0.09753445747063928
KLF5	MAP2K4	1	0.09500152215015388	3.497851836951118	0.09753445747063928
BCL2L1	TRAF2	1	0.09500152215015388	3.497851836951118	0.09753445747063928
CHEK2	GAB1	1	0.09500152215015388	3.497851836951118	0.09753445747063928
CARM1	PLK2	1	0.09500152215015388	3.497851836951118	0.09753445747063928
RAD21	SDHD	1	0.09500152215015388	3.497851836951118	0.09753445747063928
GREM1	PLK2	1	0.09500152215015388	3.497851836951118	0.09753445747063928
BCL2L1	MAP2K4	1	0.09500152215015388	3.497851836951118	0.09753445747063928
BCL2L1	PLK2	1	0.09500152215015388	3.497851836951118	0.09753445747063928
HIST1H3A	PLK2	1	0.09500152215015388	3.497851836951118	0.09753445747063928
GAB1	PLK2	1	0.09500152215015388	3.497851836951118	0.09753445747063928
BCL2L1	RAD21	1	0.09500152215015388	3.497851836951118	0.09753445747063928
BCL2L1	FGF4	1	0.09500152215015388	3.497851836951118	0.09753445747063928
FGF4	IL10	1	0.09500152215015388	3.497851836951118	0.09753445747063928
FLT4	PRDM1	3	0.09504318569338556	1.5621203717920724	0.0975371958489456
ANKRD11	BARD1	4	0.09504953172249782	1.287400759999326	0.0975371958489456
ARID1A	TSC2	9	0.09505181506692999	0.8039014313818502	0.0975371958489456
FGFR1	IKZF1	3	0.09505715351214547	1.5517956367859569	0.0975371958489456
ARID2	MCL1	3	0.09506415852353135	1.5866269889829625	0.0975371958489456
ARID2	FGF19	3	0.09506415852353135	1.5866269889829625	0.0975371958489456
ARID2	MDM2	3	0.09506415852353135	1.5866269889829625	0.0975371958489456
ARHGAP35	ARID1A	4	0.09512600024972981	1.3360492031320153	0.0975371958489456
APC	PIK3R3	2	0.0951569404415489	2.132959598604987	0.0975371958489456
APC	RAC1	2	0.0951569404415489	2.132959598604987	0.0975371958489456
CYP19A1	NOTCH4	2	0.0951569404415489	2.132959598604987	0.0975371958489456
NOTCH4	SLFN11	2	0.0951569404415489	2.132959598604987	0.0975371958489456
APC	CYP19A1	2	0.0951569404415489	2.132959598604987	0.0975371958489456
NOTCH4	SH2D1A	2	0.0951569404415489	2.132959598604987	0.0975371958489456
TBX3	TSC2	6	0.09518928070874431	1.006304576854209	0.0975371958489456
FANCA	NOTCH4	6	0.09518938116218567	1.0088573866461197	0.0975371958489456
APC	FBXW7	6	0.09518938116218567	1.0088573866461197	0.0975371958489456
ALK	IKBKE	4	0.09518990560410136	1.3086005632403697	0.0975371958489456
NPM1	XIAP	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
CRLF2	SESN3	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
CTR9	XIAP	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
MPL	PIM1	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
MPL	SESN3	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
HIST1H2BD	YAP1	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
TMEM127	XIAP	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
MEF2B	YAP1	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
VTCN1	XIAP	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
HIST1H2BD	TAP2	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
LYN	VTCN1	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
GPS2	MPL	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
GPS2	TAP2	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
GNA11	LYN	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
LYN	NPM1	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
AURKB	LYN	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
CTR9	EIF1AX	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
LYN	TMEM127	1	0.09520038010583545	3.4770794844567217	0.0975371958489456
MLH1	REST	1	0.09521286692173465	3.481126689736616	0.0975371958489456
PIK3CD	STK40	1	0.09521286692173465	3.481126689736616	0.0975371958489456
MAPK3	MLH1	1	0.09521286692173465	3.481126689736616	0.0975371958489456
STAT5B	STK19	1	0.09521286692173465	3.481126689736616	0.0975371958489456
CCNE1	FAM175A	1	0.09521286692173465	3.481126689736616	0.0975371958489456
SERPINB4	STAT5B	1	0.09521286692173465	3.481126689736616	0.0975371958489456
DNAJB1	PPM1D	1	0.09521286692173465	3.481126689736616	0.0975371958489456
DNAJB1	PIK3CD	1	0.09521286692173465	3.481126689736616	0.0975371958489456
FAM175A	MLH1	1	0.09521286692173465	3.481126689736616	0.0975371958489456
FOXF1	STAT5B	1	0.09521286692173465	3.481126689736616	0.0975371958489456
STK19	TMPRSS2	1	0.09521286692173465	3.481126689736616	0.0975371958489456
MAPK3	PIK3CD	1	0.09521286692173465	3.481126689736616	0.0975371958489456
STAT5B	STK40	1	0.09521286692173465	3.481126689736616	0.0975371958489456
CENPA	PIK3CD	1	0.09521286692173465	3.481126689736616	0.0975371958489456
STK40	TMPRSS2	1	0.09521286692173465	3.481126689736616	0.0975371958489456
MLH1	STK40	1	0.09521286692173465	3.481126689736616	0.0975371958489456
PPM1D	STK40	1	0.09521286692173465	3.481126689736616	0.0975371958489456
CCNE1	CENPA	1	0.09521286692173465	3.481126689736616	0.0975371958489456
CDKN1A	PPM1D	1	0.09521286692173465	3.481126689736616	0.0975371958489456
CDKN1A	STAT5B	1	0.09521286692173465	3.481126689736616	0.0975371958489456
BTK	ESR1	3	0.0952167360443954	1.5470689186254643	0.0975371958489456
CIC	ESR1	3	0.0952167360443954	1.5470689186254643	0.0975371958489456
CALR	STAG2	2	0.0952311499091622	2.072714183640411	0.0975371958489456
CALR	MTOR	2	0.0952311499091622	2.072714183640411	0.0975371958489456
DICER1	SMARCA2	2	0.0952311499091622	2.072714183640411	0.0975371958489456
FLT3	KRAS	30	0.09523267454825422	0.5007154818439528	0.0975371958489456
ARID1A	PAX5	6	0.09523446272603626	1.0266519719502352	0.0975371958489456
NUF2	TEK	2	0.09524648034772866	2.0384741478146355	0.09754201665883024
PHOX2B	SOX9	2	0.09524648034772866	2.0384741478146355	0.09754201665883024
PIK3CG	WHSC1L1	5	0.09531584804828244	1.1328058267110934	0.09760931019911033
FLT4	GRIN2A	11	0.0953323909797569	0.7123451388296188	0.09762250482730776
HLA-A	LATS2	2	0.09535087694079916	2.044798859167782	0.09763019534821678
LATS2	SPRED1	2	0.09535087694079916	2.044798859167782	0.09763019534821678
LATS2	STAT5A	2	0.09535087694079916	2.044798859167782	0.09763019534821678
RB1	SPEN	9	0.0953557425349118	0.7961287725066701	0.09763143113011247
MITF	PARK2	2	0.09540501821399087	2.0666490354350686	0.09765863146634243
NSD1	SHOC2	2	0.09540501821399087	2.0666490354350686	0.09765863146634243
IFNGR1	PARK2	2	0.09540501821399087	2.0666490354350686	0.09765863146634243
PARK2	RPS6KB2	2	0.09540501821399087	2.0666490354350686	0.09765863146634243
PMS1	POLE	4	0.09540792663771959	1.293798089559339	0.09765863146634243
PIK3C2G	SOS1	4	0.09540792663771959	1.293798089559339	0.09765863146634243
PIK3C2G	PMS1	4	0.09540792663771959	1.293798089559339	0.09765863146634243
FGF4	PRDM14	2	0.09543755753631263	2.0397529536045433	0.09766358913226314
ERCC5	MAP2K4	2	0.09543755753631263	2.0397529536045433	0.09766358913226314
MAP2K4	PRDM14	2	0.09543755753631263	2.0397529536045433	0.09766358913226314
GATA2	PTPRT	7	0.09543806266659026	0.9411112682439817	0.09766358913226314
CSF3R	PHF6	1	0.0954383891250525	3.5563933485243853	0.09766358913226314
AXIN1	DCUN1D1	1	0.0954383891250525	3.5563933485243853	0.09766358913226314
AXIN1	ETAA1	1	0.0954383891250525	3.5563933485243853	0.09766358913226314
GNAS	KDM5C	4	0.09547028143648757	1.2874429706681971	0.09768873270189313
KDM5C	RFWD2	4	0.09547028143648757	1.2874429706681971	0.09768873270189313
EP300	PTCH1	5	0.09547999225238268	1.1200591890640366	0.09769492305424969
CDK12	SPOP	2	0.09554201158255526	2.046091154548725	0.0977396426712857
ASXL2	RAD54L	2	0.09554201158255526	2.046091154548725	0.0977396426712857
CDK12	SMYD3	2	0.09554201158255526	2.046091154548725	0.0977396426712857
CDK12	CDK6	2	0.09554201158255526	2.046091154548725	0.0977396426712857
ASXL2	SMYD3	2	0.09554201158255526	2.046091154548725	0.0977396426712857
FLT3	SMARCA4	10	0.09554836776066221	0.7642402056820595	0.09774239797950131
EPHB1	PIK3CD	3	0.09560973037926593	1.5701528407420124	0.09778476843635342
CCNE1	EPHB1	3	0.09560973037926593	1.5701528407420124	0.09778476843635342
KMT2B	PDGFRB	6	0.09561532871406818	1.0023736579944558	0.09778476843635342
ATRX	MDM4	3	0.09562671515647646	1.5963074743151655	0.09778476843635342
NOTCH1	SDHB	2	0.09563418698635391	2.1040076904732374	0.09778476843635342
CREBBP	NPM1	2	0.09563418698635391	2.1040076904732374	0.09778476843635342
NOTCH1	SESN3	2	0.09563418698635391	2.1040076904732374	0.09778476843635342
CREBBP	CTR9	2	0.09563418698635391	2.1040076904732374	0.09778476843635342
NOTCH1	PIM1	2	0.09563418698635391	2.1040076904732374	0.09778476843635342
CREBBP	TMEM127	2	0.09563418698635391	2.1040076904732374	0.09778476843635342
GNA11	NOTCH1	2	0.09563418698635391	2.1040076904732374	0.09778476843635342
BCOR	PPARG	3	0.09566266706462713	1.5673108687245891	0.09778476843635342
B2M	BCOR	3	0.09566266706462713	1.5673108687245891	0.09778476843635342
DNMT3A	MCL1	2	0.09566796098587453	2.0512057713302245	0.09778476843635342
DNMT3A	MUTYH	2	0.09566796098587453	2.0512057713302245	0.09778476843635342
CTNNB1	RECQL4	4	0.09566924040838914	1.2845644654905346	0.09778476843635342
BRCA1	RAD51D	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
INPP4B	SESN2	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
INPP4B	RXRA	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
CCND2	INPP4B	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
RASA1	WWTR1	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
SESN2	SMAD4	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
BRCA1	SESN2	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
BMPR1A	BRCA1	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
RAD51B	SMAD4	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
RAD51D	SMAD4	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
EED	RASA1	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
BRCA1	CCND2	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
BRCA1	SRSF2	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
BMPR1A	SMAD4	2	0.09572099049593609	2.0732489820306386	0.09778476843635342
FOXP1	PGR	3	0.09572246505441936	1.5493585727778312	0.09778476843635342
FGF3	PGR	3	0.09572246505441936	1.5493585727778312	0.09778476843635342
AXL	PGR	3	0.09572246505441936	1.5493585727778312	0.09778476843635342
BLM	PGR	3	0.09572246505441936	1.5493585727778312	0.09778476843635342
ARID1B	MAP2K4	3	0.09573636350639571	1.5588644225642323	0.09778476843635342
DOT1L	PLK2	3	0.09573636350639571	1.5588644225642323	0.09778476843635342
KMT2B	RAD21	3	0.09573636350639571	1.5588644225642323	0.09778476843635342
ARID1B	TRAF2	3	0.09573636350639571	1.5588644225642323	0.09778476843635342
DOT1L	RAD21	3	0.09573636350639571	1.5588644225642323	0.09778476843635342
CHEK2	KMT2B	3	0.09573636350639571	1.5588644225642323	0.09778476843635342
KMT2C	MYC	3	0.09576791033392922	1.6009972991741532	0.0978095027273768
HIST1H3D	KMT2C	3	0.09576791033392922	1.6009972991741532	0.0978095027273768
ATR	CYSLTR2	3	0.09579637587794422	1.5620620986110774	0.09781611273830801
ATR	KLF4	3	0.09579637587794422	1.5620620986110774	0.09781611273830801
BRCA2	CYSLTR2	3	0.09579637587794422	1.5620620986110774	0.09781611273830801
BRCA2	EPAS1	3	0.09579637587794422	1.5620620986110774	0.09781611273830801
ATR	EPAS1	3	0.09579637587794422	1.5620620986110774	0.09781611273830801
BRCA2	HIST1H3B	3	0.09579637587794422	1.5620620986110774	0.09781611273830801
ESR1	TET1	4	0.0958074096694926	1.2879903847476049	0.09782005245516451
CREBBP	KMT2A	7	0.09580756570988119	0.915064655342864	0.09782005245516451
HOXB13	ROS1	3	0.09581528317508074	1.5552738595443072	0.09782044653481635
CASP8	ROS1	3	0.09581528317508074	1.5552738595443072	0.09782044653481635
EPHA3	MLL	3	0.09582472872464137	1.6070147061264708	0.09782260466782919
CDKN2C	EPHA3	3	0.09582472872464137	1.6070147061264708	0.09782260466782919
EPHA3	PIK3R1	5	0.09584538727267648	1.1394018292738763	0.09783995101072537
BRAF	NOTCH1	12	0.09586009270883128	0.6761623151040063	0.09785121926153939
POLE	RB1	11	0.09600929507195541	0.7082902557067233	0.09794702739270587
CSDE1	CTCF	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
CBL	NRAS	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
IRF4	SDHA	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
HIST1H1C	NUP93	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
NCOA3	NUP93	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
MEN1	NRAS	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
CSDE1	NCOA3	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
CSDE1	WHSC1	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
IRF4	TGFBR1	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
NUP93	WHSC1	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
CDC73	NUP93	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
HIST1H1C	NRAS	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
NRAS	WHSC1	2	0.09601481606197412	2.0310268956206246	0.09794702739270587
CIC	SMO	4	0.09602369059848523	1.2803580613764376	0.09794702739270587
CIC	TET2	4	0.09602369059848523	1.2803580613764376	0.09794702739270587
CSF1R	DROSHA	4	0.09602369059848523	1.2803580613764376	0.09794702739270587
CIC	DROSHA	4	0.09602369059848523	1.2803580613764376	0.09794702739270587
CIC	KIT	4	0.09602369059848523	1.2803580613764376	0.09794702739270587
PPP4R2	TGFBR2	1	0.09603797052925483	3.581752944245266	0.09795784892489738
IRS2	NOTCH3	6	0.0960446384997157	1.0029404189204065	0.09796090579692365
RECQL4	SUZ12	2	0.09607793150308917	2.035623909730721	0.09798483007905458
MPL	SOX17	2	0.09609746062715316	2.0427740236902916	0.09798483007905458
PLCG2	TAP2	2	0.09609746062715316	2.0427740236902916	0.09798483007905458
SOX17	XIAP	2	0.09609746062715316	2.0427740236902916	0.09798483007905458
PLCG2	YAP1	2	0.09609746062715316	2.0427740236902916	0.09798483007905458
ARHGAP35	SOX17	2	0.09609746062715316	2.0427740236902916	0.09798483007905458
CIC	YES1	2	0.0961396597825073	2.0444701487142662	0.09798483007905458
CEBPA	CIC	2	0.0961396597825073	2.0444701487142662	0.09798483007905458
BTK	YES1	2	0.0961396597825073	2.0444701487142662	0.09798483007905458
CSF1R	IGF1	2	0.0961396597825073	2.0444701487142662	0.09798483007905458
CSF1R	EZH2	2	0.0961396597825073	2.0444701487142662	0.09798483007905458
CSF1R	YES1	2	0.0961396597825073	2.0444701487142662	0.09798483007905458
BRIP1	KDM6A	3	0.09615195303608784	1.5391588111080314	0.09798483007905458
MYOD1	SMARCA4	8	0.09617901202027102	0.8707295081347178	0.09798483007905458
HIST1H3C	PRKCI	1	0.09618192389322675	3.455451767724752	0.09798483007905458
JUN	MYCL	1	0.09618192389322675	3.455451767724752	0.09798483007905458
CD79A	CD79B	1	0.09618192389322675	3.455451767724752	0.09798483007905458
JUN	RAD51C	1	0.09618192389322675	3.455451767724752	0.09798483007905458
PRKCI	RAD51C	1	0.09618192389322675	3.455451767724752	0.09798483007905458
EPCAM	NFKBIA	1	0.09618192389322675	3.455451767724752	0.09798483007905458
NKX3-1	PRKCI	1	0.09618192389322675	3.455451767724752	0.09798483007905458
EPCAM	PRKCI	1	0.09618192389322675	3.455451767724752	0.09798483007905458
E2F3	MYCL	1	0.09618192389322675	3.455451767724752	0.09798483007905458
E2F3	RRAS	1	0.09618192389322675	3.455451767724752	0.09798483007905458
HIST3H3	MYCL	1	0.09618192389322675	3.455451767724752	0.09798483007905458
SMARCB1	TNFRSF14	1	0.09618192389322675	3.455451767724752	0.09798483007905458
EPCAM	HIST3H3	1	0.09618192389322675	3.455451767724752	0.09798483007905458
LZTR1	TAP1	1	0.09618192389322675	3.455451767724752	0.09798483007905458
HIST1H3C	NFKBIA	1	0.09618192389322675	3.455451767724752	0.09798483007905458
HIST1H3G	NFKBIA	1	0.09618192389322675	3.455451767724752	0.09798483007905458
CD79B	RIT1	1	0.09618192389322675	3.455451767724752	0.09798483007905458
ARID1A	NTRK1	10	0.09622477219998049	0.7520770511153602	0.09802473930736703
FGFR2	NOTCH2	3	0.09625660719670198	1.5508719178081476	0.09805342659352544
HIST1H3G	PTEN	2	0.09631488558173291	2.080416074129416	0.09809781380719629
NKX3-1	PTEN	2	0.09631488558173291	2.080416074129416	0.09809781380719629
PTEN	RIT1	2	0.09631488558173291	2.080416074129416	0.09809781380719629
MYCL	PTEN	2	0.09631488558173291	2.080416074129416	0.09809781380719629
AXIN1	UPF1	2	0.09633534214373753	2.0289732118663744	0.09811051916682702
MSH6	RET	3	0.09636556942552092	1.548888178867515	0.09811051916682702
RET	UPF1	3	0.09636556942552092	1.548888178867515	0.09811051916682702
JAK1	RAC2	1	0.09637147942292935	3.516575525740906	0.09811051916682702
MAP3K13	RAB35	1	0.09637147942292935	3.516575525740906	0.09811051916682702
MAP3K13	RAC2	1	0.09637147942292935	3.516575525740906	0.09811051916682702
ETV1	PDPK1	1	0.09637147942292935	3.516575525740906	0.09811051916682702
ERCC2	RHEB	1	0.09637147942292935	3.516575525740906	0.09811051916682702
JAK1	PDPK1	1	0.09637147942292935	3.516575525740906	0.09811051916682702
ARID5B	BBC3	1	0.09637147942292935	3.516575525740906	0.09811051916682702
BBC3	ETV1	1	0.09637147942292935	3.516575525740906	0.09811051916682702
ARID5B	PDPK1	1	0.09637147942292935	3.516575525740906	0.09811051916682702
KEAP1	TGFBR1	11	0.09638197215062204	0.7571855962150582	0.0981137150697852
KEAP1	SDHA	11	0.09638197215062204	0.7571855962150582	0.0981137150697852
CDH1	INPPL1	2	0.09639938087047087	2.0293937849948094	0.09811646496790431
BRD4	FGFR3	2	0.09639938087047087	2.0293937849948094	0.09811646496790431
BRD4	HOXB13	2	0.09639938087047087	2.0293937849948094	0.09811646496790431
CASP8	INPP4A	2	0.09639938087047087	2.0293937849948094	0.09811646496790431
SETD2	TGFBR2	6	0.0964154161200048	1.0086232579984744	0.09812904302842702
ARID1B	FLT1	8	0.09646237606236796	0.8444189862990772	0.0981595478918041
PLCG2	PTEN	5	0.0964724840317201	1.1153108262034563	0.0981595478918041
CDK6	KDR	3	0.09647481590999986	1.5668565637625003	0.0981595478918041
BIRC3	KDR	3	0.09647481590999986	1.5668565637625003	0.0981595478918041
KDR	RAD54L	3	0.09647481590999986	1.5668565637625003	0.0981595478918041
KDR	SMYD3	3	0.09647481590999986	1.5668565637625003	0.0981595478918041
KDR	TOP1	3	0.09647481590999986	1.5668565637625003	0.0981595478918041
KDR	PTPN11	3	0.09647481590999986	1.5668565637625003	0.0981595478918041
CDK12	KMT2C	7	0.0964807771649985	0.9201401469678269	0.09816101409994625
TGFBR2	TSHR	3	0.09648361397142553	1.5367879066452845	0.09816101409994625
PARK2	RAD50	3	0.09652365668075069	1.5429902302458403	0.09819800909362685
JAK3	TSC1	3	0.09654127933419882	1.5375513797148803	0.09820347205885138
AKT3	PTEN	4	0.09655915689945399	1.2831097610783135	0.09820347205885138
DNMT3A	HGF	7	0.0965611995083792	0.9163412184402958	0.09820347205885138
PDGFRA	PIK3CB	4	0.09656851141601148	1.289876018052435	0.09820347205885138
PAK1	PPP6C	1	0.09656950759963721	3.49545533300987	0.09820347205885138
AXL	EGFL7	1	0.09656950759963721	3.49545533300987	0.09820347205885138
FGF3	PPP6C	1	0.09656950759963721	3.49545533300987	0.09820347205885138
AXL	SETD8	1	0.09656950759963721	3.49545533300987	0.09820347205885138
ICOSLG	PPP2R1A	1	0.09656950759963721	3.49545533300987	0.09820347205885138
